review,sentiment,label,predicted_label,predicted_sentiment,negative_probability,positive_probability,confidence,correct
"I don't get it! The teenage leads in ""Horror Star"" supposedly all are devoted horror fans, yet when their favorite idol (Conrad Radzoff) passes away, they dig up his corpse and do all sorts of disrespectful stuff with it, like disco-dancing it around the house and throw food leftovers at it. That doesn't sound like something real horror fans would do, now does it? I'm a big horror fan and I immensely idolize departed icons like Vincent Price, Peter Cushing and Boris Karloff, but it would never come to my mind to ridicule their memory. No wonder Conrad comes back from the dead  admittedly, after a séance  to wipe them all off the face of the earth! Mr. Radzoff already wasn't known for his friendliness in life, since he occasionally killed the directors that disagreed with his visions, and even after his death he suffers from a tremendous ego. Even inside his tomb there are video messages to petrify possible visitors and the group of teenagers will vividly experience that he also enjoys the murdering business outside his film sets. ""Horror Star"" (a.k.a. ""Frightmare"" and ""Body Snatchers"") is a pretty lame 80's horror flick, but there are a handful of cheesy & gory highlights to enjoy. The film mainly suffers from its own stupid plot, since no one  not even a film school student  is stupid enough to steal a recently buried corpse and actually think he'll get away with it, and there are too many tedious moments to struggle through. Conrad's video-speeches from beyond the grave are overly talkative and definitely undermine the tension, but on the other hand his killing methods are pleasingly inventive. One teenager enjoys the experience of getting cremated alive and another one (Jeffrey Combs in one of his first roles!) loses his head in a delightful decapitation sequence. In the absolute messiest sequence, a poor girl' head is crushed by a coffin. Writer/director Norman Thaddeus Vane wanted to bring homage to vintage horror cinema and he obviously how to make film look sinister. The locations and scenery are great, but Vane lacked the necessary funds to provide his film with a proper continuity and editing-job. The acting performances are overall decent, with Ferdy Mayne (imitating Christopher Lee) and Jeffrey Combs delivering the most memorable roles. ""Horror Star"" can hardly be called a must-see or even a good film, but it's worth tracking down in case you're an admirer of enthusiastically made B-horror.",negative,0,1,positive,0.39975303,0.6002469,0.6002469,False
"Okay, I remember watching the first one, and boy did it suck. After watching it, I just laughed it off and told myself, ""oh boy, just another low budget B-movie. I'll never see a part 2 to this one."" Then, about 1 1/2 years later, there came part two. It sucked even more. But, I just laughed it off again and said, ""there's no way I'm ever gonna see a part 3 to this one."" Then, about 1/2 a year later, part 3 came out. I was stupid enough to rent it and boy, I just snapped after watching it. God, I never actually realized how much movies can suck these days. Just save yourself $7.50 and don't rent the whole series. Trust me, it's worth every penny.",negative,0,1,positive,0.40503684,0.59496313,0.59496313,False
"College girl Joanne Murray takes on the unenviable job of readying the student housing building to become apartments,which includes selling the unneeded furniture This takes place during a break,so a mysterious psycho is stalking the nearly-empty premises on campus.""Dorm that Dripped Blood"" is a low-budget slasher flick that is quite entertaining.The acting is pretty bad,the plot is predictable,but the gore effects are quite good.The film was made by UCLA film students Stephen Carpenter and Jeffrey Obrow for next to nothing.Soon a dreamy ambiance kicks in,very similar to the enveloping forests of Jeff Leiberman's fantastic ""Just Before Dawn"".7 out of 10.It's great to see Daphne Zuniga of ""The Initiation"" fame run over few times by a car.",positive,1,0,negative,0.5946101,0.40538988,0.5946101,False
"OK, so the FX are not high budget. But this story is based on actual events. Not something thrown together to make a couple of rich actors, even richer!! As most movies that are based on books, there are somethings that just don't fit. Only a couple of people have stated that this movie was based on real events, not a knock-off as most people believe it is!! This movie is in no way related too TWISTER! Other than both movies are about tornadoes.<br /><br />For those of you who have problems with the science of the tornadoes and storms in the movie, there are a couple of things you need to remember... The actual ""night of the twisters"" was June 3, 1980. So this movie was released 16 years after the actual events. Try think how far storm research has advanced in that time. It happened in a larger town; Grand Island, Nebraska is the third largest city in the state. Even though the movie calls the town something else, and says it's a small town. For the real story check out: http://www.gitwisters.com/",positive,1,0,negative,0.59036595,0.409634,0.59036595,False
"This is a cute little horror spoof/comedy featuring Cassandra Peterson aka Elvira: Mistress of the Dark, the most infamous horror hostess of all time. This was meant to be the pilot vehicle for Elvira and was so successful that it was picked up by the NBC Network. They filmed a pilot for a television series to feature the busty babe in black but unfortunately the sit-com never made it past the pilot stage due to it's sexual references. This film however, is very amusing. Elvira is the modern-day Chesty Morgan and the queen of the one-liners. This film was followed up a few years later by the abysmal ""Elvira's Haunted Hills"" which was meant to be a take-off of the old Roger Corman movies but falls flat on it's face. Watch this movie instead for a much more entertaining experience!",positive,1,0,negative,0.58908117,0.41091877,0.58908117,False
"The man who directed 'The Third Man' also directed the 'Who Will Buy' sequence in ""Oliver!"" Now that is talent.<br /><br />I raise my hat to Carol Reed.<br /><br />I know there are 'second units' involved, but still ...<br /><br />And he had to deal with Orson Welles and Oliver Reed ...<br /><br />I suppose quality will out.<br /><br />(It does show in the final scene with Nancy [ avoiding spoiler - everyone has to see Oliver! for the first time sometime ].) How many lines do I need to type.<br /><br />Encouraging people to type too much is not to be encouraged.<br /><br />I hope this counts as the ""10th line"".",positive,1,0,negative,0.5890369,0.41096312,0.5890369,False
"it was a very well written movie, and the actors had a very exquisite way of portraying all the character. but as the movie came to an end i felt as if there was more but they forgot to put it on the dvd. maybe they are planning on making a sequel...well even if they don't it's a good movie and a good rental, but even a better purchase.",positive,1,0,negative,0.5867596,0.4132403,0.5867596,False
"...that maybe someday people will wake up to. People who can resist the urge to separate each and everything, and who see the 60s for what they were. People who can see that it was the individuals who made those times; not the other way around.<br /><br />The ""Forrest Gump"" comparison is a good one. Both films look at the 60s, but ""Four Friends"" is about human beings, as opposed to caricatures. FF delves deeply into the very thing that FG (quite successfully!) tries to condense and classify as nothing more than a backdrop. But while ""Gump"" files the 60s away in an attic like old toys in a box, ""Four Friends"" picks up and embraces each toy, thus blurring the lines between what you hold dearly and what you are.<br /><br />If you associate romance with shoe polish, you'll hate this film.",positive,1,0,negative,0.5858122,0.41418785,0.5858122,False
"The vampire ""craze"" has, in my opinion, actually proved its worthiness of such infamous categorization. There were many sub-genre films last year from a multitude of countries. I've reviewed many and have a few more to discuss. Forgive my indulgence, but since I've recognized the trend as a phenomenon (which it is and, coincidentally, features my favorite horror staple). I'm going to now move outside of North America for a bit and introduce you to hopefully meaning films that you didn't see as of now.<br /><br />Of the many effects of Twilight is the creation of ""guy"" and ""girl"" vampire movies. I hate this sexist categorization, which has the effect of polarizing an entire generation of fans into ""sides"". I think men are prone to hate Stephenie Meyer's work (and its offspring) to some degree because they feel some sense of betrayal that an archetype which was always theirs is now liberated. Women may be unlikely to enjoy future ""neutral"" pics since they grew up with ironclad expectations that were enforced four times. We need more directors to create vampire films which either gender is capable of enjoying (unequally) if vampires are going to survive the craze and remain relevant. Cue: Thirst This Korean film was directed by Park Chan-Wook of Oldboy fame. There are two ways to dissect it. Either it straddles between gender expectations and is universally marginally enjoyable, or it is a floundering mess that doesn't decide which target audience it prefers and should therefore be viewed by no one. Don't let me convince you that the film has no inclinations. Its director is a man whose fame is story-driven action films. Its protagonist is male and has a passive-aggressive interest in his lover (more on this later). Still, his desire for a woman he has known both before and after mortal life is not contrived, and his attention is returned. There is a male slant to this picture, yet it is not so one-sided that women could not enjoy it. The same cannot be said of Daybreakers or New Moon.<br /><br />The plot follows an Emile Zola novel called Thérèse Raquin, which I have not read. According to Wikipedia, the novel is about an affair that develops between a married woman and a single man. He kills her husband during a fishing trip and begins dating her. The two of them are incapable of having sex because they picture the dead man's body between them. They are thus driven to insanity, but care for the woman's ailing mother. At the novel's conclusion, they try to kill each other, discover each other's plans, and commit suicide.<br /><br />Now, transcribe this nearly 150 year old French novel into modern South Korea and you've got Thirst. Chan-Wook doesn't embellish the story enough to elevate this to must-see. He often ignores many of his own ideas in favor of following his inspiration. I think the most memorable parts are when his scruples are unhinged by narrative. His use of the mother-in-law as the foil for their bad romance is just perfect. See it.<br /><br />The protagonist is originally a devout Christian who becomes a vampire after a faulty blood transfusion following his volunteering for a new medicine. He thus becomes the god he once was smitten with. People flock to him and view him as a grand healer. OK. That's really cool and could have provided a great basis for his relationship. Yet this idea is given little idea screen time as he changes into a realistic Christ figure who tries to maintain his virtue even though his lifestyle demands that he relinquish it. Instead of confronting the delusional people, he instead sips blood out of comatose hospital patients.<br /><br />Let's continue with the Christian allusion. The woman tricks the vampire man into killing her husband. Her overprotective mother-in-law suffers a stroke and eventually warns friends of the family of her daughter-in-law's treachery (finger waggles). The man kills her but resurrects her. The two of them invite former friends over and the woman begins mercilessly harassing the humans. The man says enough is enough and decides to drive to a beach and forces her into waiting for sunrise with him. They both die, but he atones for her crimes (and his own but the film portrays her evil more prominently).<br /><br />The woman character is a caricature, and her profession offers an explanation for her behavior. She is a housewife with no education, while the man is a priest whose mortal life was restrictive. Vampirism magnifies their characteristics. She becomes a monster like one would expect of someone without knowledge. He becomes a demigod with a spirit. His life is how atheists view themselves and her life is how religious people view those without divine intervention.",positive,1,0,negative,0.5801737,0.41982636,0.5801737,False
"I was curious to know how critics responded to this rousing, inspiring film, so I went to Rotten Tomatoes and was dismayed to discover that the pompous peanut gallery that is our nation's film critics had given the film an average 43% (or ""Rotten"") rating.<br /><br />All I can say is, if this movie doesn't move you, you have no heart. (It's interesting to note that the same film on the same website got a 74% rating from viewers).<br /><br />Not that the opinion of critics is all THAT important to me. After all, I can't think of a more useless, overpaid profession. Some schmo gets paid to go to the movies (what a tough life) and does the same thing everyone else on the planet does: forms an opinion. But these chumps have a way of coming across like their opinion somehow matters more than yours, and even worse, they love to hate.<br /><br />I'll grant you that this movie is old fashioned (well, except for the f-bombs), syrupy, and a little predictable... after all, you know right from the beginning that Cuba Gooding Jr., portraying real-life Navy hero Carl Brashear, is going to triumph (eventually) at every turn simply by the way he comes across: determined and plucky; strong-willed and optimistic.<br /><br />But his performance and that of De Niro (as Billy Sunday, a composite character of several real-life people) are so strong, so inspiring, that you'll be on your feet cheering many of the film's scenes, especially the courtroom climax. You'd have to be a real stick in the mud not to be moved by these scenes. Like our nation's film critics. Michael Rappaport is excellent as well as a sweet-natured, stuttering diving student that befriends Gooding's Brashear. If anyone has seen ""Higher Learning"", this character totally redeems that character.<br /><br />Anyway, this confirms what I've always felt: don't listen to critics. See this movie and get inspired.",positive,1,0,negative,0.57950455,0.42049548,0.57950455,False
"When a Stranger Calls belongs to the group of this year's remakes, with movies like Poseidon just over the horizon. Director Simon West (Con Air) helms this updated version, with plenty of relative unknown casts, which signals either the death rate is high (it isn't), or that established stars are steering clear from a potential turkey.<br /><br />Clocking in at a relatively short 87 minutes, it's primarily made up of two acts. The first, which takes a full one hour, is the setup. Our heroine, Jill Johnson (Camilla Belle), chalked up 800 minutes of talk time on her mobile phone (do the math), and as a lesson in responsibility, her parents had confiscated her mobile and grounded her. To pay off her debt, she works part time as a babysitter, and looking after the wealthy Mandrakis' kids, is her first stint.<br /><br />The huge Mandrakis mansion gets a full tour treatment, as it is where all the action will take place. Plenty of rooms (makes for good hiding), an indoor pool sized aquarium-pond (to get wet in, for the wet T-shirt treatment), and check this out - motion detector lights, which you just know will contribute to the scares with the manipulation of lights and shadows. Naturally, prank calls, red herrings are aplenty, which chalks up this act's runtime, but most of them fall flat in the suspense department.<br /><br />There's a minor trend emerging, with actors being the unseen, providing and acting through their voice instead. Recent attempts include Edward Norton in Kingdom of Heaven, and Hugo Weaving's V for Vendetta. Here, Lance Henriksen does the honours for the anonymous, nameless psychotic killer, but it just falls flat. Why? The script doesn't give him much dialogue. Most of the phone calls made were of the silent (mind-masturbatory) nature, which I felt was a waste - they could have also casted some unknown instead, and the job will still get done.<br /><br />The second act, where the main action takes place, is too little too late. And the bogeyman, well, is purely a bogeyman. Those expecting blood and gore will be disappointed, as basically it's a one -woman show to hold your attention in the first hour (eye candies always succeed), and this act will have her resolve everything in double quick time, ala Rachel McAdams in Red Eye. Don't expect any form of character development, nor subplots that will engage.<br /><br />The ending tried to be too smart for its own good, and came across as a cheap way to end the movie. There's not much of goodness to highlight from this movie - no scares, no thrills, no enigmatic villain, and plenty of security flaws, especially with that door alarm - the only thing it's good for, is to provide a number for 4D.",negative,0,1,positive,0.42152208,0.5784779,0.5784779,False
"It's a good thing The Score came along for Marlon Brando as a farewell performance because I'd hate to think of him going out on Free Money. Not what his fans ought to remember him by.<br /><br />Brando in his last years is looking more like Orson Welles and Free Money is the kind of film Welles would have done looking for financing of his own work. Brando is the warden of a local prison which in America, when it's located in a small rural setting is usually the largest employer in the area. That gives one who is in charge a lot of clout. <br /><br />Unfortunately he has one weakness he indulges, his two twin bimbos otherwise known as daughters. Even when they get simultaneously pregnant by a pair of losers, Charlie Sheen and Thomas Haden Church, their hearts still belong to Daddy.<br /><br />Not to fear because Brando's willing to give them jobs in the prison where they work under conditions not much better than the convicts have. What to do, but commit a robbery of a train which goes through the locality every so often carrying used money to be burned by the Treasury. <br /><br />Although Free Money has some moments of humor, for most of the time it's quite beneath the talents of all those involved. Some of them would include Donald Sutherland as an equally corrupt judge and Mira Sorvino as his stepdaughter, but also straight arrow FBI agent.<br /><br />Of course these people and the rest of the cast got to work with someone who many rate as the greatest American actor of the last century. Were it not for Brando's presence and were it some 40 years earlier, Free Money would be playing the drive-in circuit in red state America where the populace could see how they're being satirized.<br /><br />Or a feeble attempt is made to satirize them.",negative,0,1,positive,0.4262619,0.57373816,0.57373816,False
"The only reason I didn't score this a one is that Sibrel does show that he is adept at the technical aspects of making a film. It is a technically adept film.<br /><br />That having been said, this is a film based on lies and distortions that are quite easily disproven. Most of the documentary is spent using propaganda techniques to bash the space program, rather than actual fact. And Sibrel's ""irrefutable proof"" that the landings were faked is easily refuted if you know anything about orbital mechanics.<br /><br />I do not recommend watching this, but if you do, see it at google video for free. Don't let Bart Sibrel profit from your curiosity.",negative,0,1,positive,0.43017727,0.5698227,0.5698227,False
"I realize the line on my summary is not too polite.<br /><br />This film written & directed by Scott Caan & starring Giovanni Ribisi,Don Cheadle & himself runs a long 88 minutes.<br /><br />There is a dog in this puppy of a movie., he is cute.<br /><br />The movie opened in 2 U.S. theatres in late April 2007,for one week & grossed all of $ 914. It quickly went to DVD in early August 2007.<br /><br />We were only able to take about 40 minutes before we turned the DVD off.<br /><br />This was the type of movie that played on lower half of double bill. You saw the main film & figured lets see what this one is like, You might have walked out before we shut it off.<br /><br />The 3 actors & the young ladies in the film all have done & deserve better than this..<br /><br />Ratings: ** (out of 4) 54 points (out of 100) IMDb 4 (out of 10_",negative,0,1,positive,0.4324978,0.56750226,0.56750226,False
"Robert Wagner is the evil boss of Digicron, a telecommunications company with a virus that kills people.<br /><br />'so you're saying that the software virus has become a real virus that can kill people - that may be medically possible but not possible from my system' <br /><br />'i'm having to write some new virus software of my own to trap it - it may take some time'<br /><br />'but it's not going after software, it's killing people'<br /><br />watch out for the 'i'm into virology' love moment and perhaps first ever film plot to feature death by braille keyboard",negative,0,1,positive,0.43660703,0.56339294,0.56339294,False
"'Identity . . . . I am part of my surroundings and I became separate from them and it's being able to make those differentiations clearly that lets us have an identity and what's inside our identity is everything that's ever happened to us' (Ntozake Shange qtd in ""Fires in the Mirror"").<br /><br />Pieces like Decalogue V used to intimidate me. I felt that if I accepted them, than I would be compromising something. What I thought before really isn't worth getting into. I understand what Naturalism is trying to say. I experienced a tangible katharsis, and one that fell into existence piecemeal, and one that's still alive, that I still have to reckon with. It's still working inside me. <br /><br />The film wasn't sympathetic, per se. It doesn't need to say that the death penalty is a wicked thing. There are certainly wicked people; whether or not they should die is for another film. What Decalogue shows is that good, beautiful people exists who kill other people when their society and primal urges jack them up. <br /><br />The 'science' of naturalism is what has helped me to appreciate Decalogue V. It's not worth the writing space to go into why I would not let myself before, but I see now the worth in making art like this to 'make' people, or perhaps to make people do something. <br /><br />There's a method to Lazar's compromise of his . . . light. Much of that meaning makes sense only in retrospect. This should not be too strange of an idea: after all, how much of respectable science does not gain meaning in retrospect. I wince when I say it, but Naturalism seems so much more productive and so much less nihilistic when I have the power to say to myself, 'this ruin, this process, this natural process, makes me want to buck the system.' <br /><br />I do not think Naturalism is painting a doomsday portrait of humanity, telling us to give up our powdered wigs and head to the woods. Instead, I think that it is cataloging proofs and experiments, that we are, of course, free to ignore. We can ignore it all we want, if we want to give the Naturalists more corpses to bury. <br /><br />For surely, despite their aesthetic specifically designed without sympathy towards their characters' likely and catastrophic fate, they are impassioned by readerly inaction and writerly snobisme. I do see the delightful risk in the hope that the audience will understand what's to be done with what they see. As has been mentioned, there's danger in the hopeless seeing their fate immortalized in stone. There's danger in the hopeful disparaging the Natural because it doesn't correspond to their world view.<br /><br />And I don't think that the 'hopeful' need be either wealthy or fortunate. I have not seen it, but it seems that the film American Beauty proves the inadequacy of circumstance as a provider of vision or comfort. There are ascetics as well as gluttons as well as beggars who wonder where within themselves their humanity is, who grieve because they can't find anything that separates them from their landscape. <br /><br />Landscapes can be powerfully and beautifully portrayed, but in reality, landscapes do not enact. They change, sure, and dramatically, but only by a large set of Natural law which no one truly have power over. But it cannot be changed itself.",positive,1,0,negative,0.5626571,0.43734282,0.5626571,False
"I went to see Ashura as 2005 Fantasia Festival Kickoff. Man, that was one cool kick off. The director was supposed to be in Montreal for the Canadian premiere, but due to health reasons, he's still in Japan...oh lord I hope he gets better and makes plenty of other movies.<br /><br />The plot is pretty simple, but somewhat original...the demons are roaming in Edo in Japan and Swordsmans called ""Demon Wardens"" are slaying them and fearing the rebirth of Ashura, the demon goddess who's sleeping and supposedly is very kick-ass.<br /><br />It brings us to Izumo...some kind of elite swordsman called ""Demon Slayer"" and his buddy Jaku who's the typical violent jealous asshole...<br /><br />Seems boring? Well now it thickens....<br /><br />Izumo took his retirement from killing demons since he slayed a young kid on the ""impression"" that he was the demon, he never knew, but he did killed her. So Izumo went on with his life and recycled himself in Kabuki theater. In a boat joyride on a nice night, Izumo spots a girl hiding on a bridge and it changes his life and restart to slay demons...for the good cause, the cause of love...and damn...the guy knows how to handle a sword and to pull an entertaining massacre.<br /><br />Izumo carries the movie as far as playing goes...he is the total package...he knows how to fight(hell yeah he knows), he's witty, he's intelligent and he has that grit. You never have to yell :""NO IZUMO, IT'S A TRAP"" The guy already knows it he has that common sense. He's really the perfect hero.<br /><br />As far as cinematography goes, the esthetics are pretty interesting. It's by far, the movie that looks the most like a manga. It's creamed full of special effects and nothing, at all cost will prevent this movie to look realistic...it's pretty amazing. Lots of colours an ""unreal"" photography, other than that...it's pretty straightforward...but like I said, the main character is carrying the movie A must see, a tale lead by masterful hands",positive,1,0,negative,0.56132007,0.43868,0.56132007,False
"Man, even Plan 9 From Outer Space is better than this movie. This flick doesn't have enough plot for half an hour, yet they managed to extend it for an eternity of more than an hour. Jet Li and Corey Yuen are pretty good, specially in those exaggerated fight scenes, but stuff like The Legend of Fong Sai Yuk is much better than this sorry thing that would be better left unmade.",negative,0,1,positive,0.44366822,0.5563318,0.5563318,False
"Jamie Foxx is fun but this movie has been done before. The bad guy plays a ""malkovichian"" character from ""In the Line of Fire"". The cops will do anything to find the bad guy - and of course the good guy has two sets of bad guys and one set of cops after him - all the while he is just trying to turn over a new leaf...",negative,0,1,positive,0.44583112,0.5541689,0.5541689,False
"... or should I say unintentionally hilarious? Either way, this is one of the best comedies I've seen in a long time. I was laughing throughout at the antics of some of the dumbest fictional characters this side of Homer Simpson. It's just one forehead-slapping, painfully stupid scene after another as the clownish, dim-witted cardboard cutouts substituting for actual humanoid characters push, pull, and drag the ""plot"" to its inevitable and obvious conclusion.<br /><br />If I had to describe this movie to someone, I'd call it a mutated hybrid of Fatal Attraction, Dumb and Dumber, and the Three Stooges, with a ""climax"" uncannily similar to the episode of Family Guy in which the whole family gets into a knock-down fistfight in the living room.<br /><br />Advice to Benson family: next time you get a new pet, do the poor animal a favor and DON'T name it Fred!",negative,0,1,positive,0.4484414,0.5515587,0.5515587,False
"Very good point there : ""only an elite few (the upper classes) would both have access to the internet AND be able to communicate on an exclusively English speaking site such as the IMDb"" Some might think Internet Is not reality but this point of view really put media society and democracy at stake: You are probably right.. Even If there Is Internet cafe's in Venezuela most Chavez supporters will not afford to even rent a computer for half an hour to comment on IMDb.<br /><br />Screw you faschist upper class rich right wing capitalist liberal intellectual surpressors .. Probably this is your first time using Internet ;)..",positive,1,0,negative,0.54978794,0.4502121,0.54978794,False
"Somewhere in the dark recesses of my brain cells a song plays in my head. I can't forget it no matter how hard I try. It's MIDNIGHT MADNESS and it's gonna get to you! Wish i could find a copy of this on a 45rpm record. Five disparate teams head out one night in L.A. for a scavenger hunt for clues instead of physical objects. An unkempt game-master with two gorgeous assistants is the mastermind of all this insanity that's about to be unleashed on L.A. All the teams are stereotypes (this movie being from 1980, before political correctness screwed everything up): the ""good guys"", the ""nerds"" led by Eddie Deezen, the dumb beer-loving ""jocks"", the ""we-don't-need-a-man-type ladies"", especially the redhead. The giggling twins are a scream, too. And finally, the ""bad guys"" with Stephen Furst as the leader. Furst is hilarious as the overweight slob Harold, whose attempt to use a computer to decipher the various clues leads to a gooey mess. Movies like this aren't made anymore. These days, movies have to have an ""edginess"" to them with some dark characters and other nonsense. Go back to the days when the ""good guys"" led by David Naughton were still good and not hopelessly conflicted. So dump all serious pretensions and go back to 1980. It's MIDNIGHT MADNESS . . .",positive,1,0,negative,0.5460574,0.45394257,0.5460574,False
"I went out of my way to get this film, and was fortunate to get it on VHS. Being a big Gloria Grahame fan, it was an excellent addition to my collection. Other than that, I really cannot say a lot to recommend this picture. The plot is predictable (and weak) and the only interesting aspect of the film is watching Sterling Hayden get into deeper trouble with his own department. Ms. Grahame is always fun to watch (if you like her, as I do), but the dubbing of her singing hurts this picture a lot. She works in a dive, so let her use her own voice. It can only lend to the atmosphere. I must agree with an earlier reviewer; the ending borrows heavily from THE BIG HEAT. To the point of detracting from the ending. I have seen worse films with Ms. Grahame (MACAO), but I will never pass the opportunity to see her on screen. If you are having a movie night and looking for a second feature film, this is your movie. Enjoy the picture.",negative,0,1,positive,0.45759875,0.5424013,0.5424013,False
"Jack Webb's movie 'The D.I' came about from the real life investigation into the deaths of several trainees in a swamp in Paris Isle in the 50's. As always, Webb, being the patriot that he is, came to the defense much like all the rest of his shows. I actually found this movie tame by 1957 standards. I served in the Army and can understand the intensity of the training at Parris Island (Camp Death by some)so this movie can never come close as does 'Full Metal Jacket'. I think this is a good movie which is more patriot than it is actual. But again, think of the time period it was made (1957) and what could be allowed and said on film at that time. I have always found Jack Webb to be clean cut and very loyal. I know many have criticized the film as one-sided and government propaganda. If you feel this way, watch 'Full Metal Jacket' with R Lee Ermey. I am a Webb fan and enjoy the movie for it's merit, not accuracy. As I have said, Webb believed in this country and held institutions to high moral standards (LAPD-Dragnet,Adam 12, Emergency etc). Just sit back and enjoy this one from a very strict moral time period in this country. Don't be too judgemental of Mr. Webb. Mark Lockwood Lubbock Texas..",positive,1,0,negative,0.53944576,0.4605542,0.53944576,False
"Yet another version of mother of all gangster flicks-the Classic ""Godfather"" and yet another case of over-hype due to media circus. Sarkar, the 13th Hindi film of Ram Gopal Varma as director is also the weakest in his Underworld trilogy including the other two being the excellent-Satya and Company. The Charisma, the magnetic persona of the two Bachchans playing father-son duo on screen for the first time is definitely a treat to watch out for. Not just strong performances but their perfect chemistry is the biggest scoring point here for which Varma should be applauded. However, the same equation of the duo is missing with the other characters in the film. Reason-the other characters look more like cardboard caricatures esp. the villains represent the typical Bollywood baddies. A character who attracts attention is elder son played by Kaykay but again not able to hold due to half-baked characterization. . The Drama and conflict is brought alive by the excessive use of Close-shots, which brought a claustrophobic effect rightly needed to construct an ambiance. The haunting Score (Amar Mohile) and the sound design (Kunal Mehta, Parikshit Lalwani & Anup Dev), together with dark, murky background overlapped by shinning powerful images (camerawork by Amit Roy) contributes to Visuals so typical of Ramu's style. But there is an overuse of Music though fortunately no songs are there in the film. But can interest of today's ""intelligently growing"" audience be sustained just on shoulders of two performers and strong Visuals ? I don't think so. Surely, audience ""maangey more"" and here film fails to deliver. In any adaptation, in order to add a new dimension, the biggest pre-requisite is the Screenplay, which is sluggish here not being crisp at places, and therefore the pace slackens quite often. What finally audience is subjected to is a highly predictable, very commonplace drama with very little surprise elements. Top Stunt director Allan Amin Ghani is also not in his best form. Some scenes which require a different treatment includes- a Minister is talking foul about Sarkar and the son is overhearing; a very amateurish shoot out in the jail on Sarkar, Sarkar Jr. escapes from the clutches of his enemies, a Son easily motivated to kill his own father, a son is secretly entering his father's room to kill him, a police commissioner slapping Sarkar Jr-all this requires a more realistic, hard-hitting approach which is the back-bone to create the required conflict. The dialogues are weak for eg. look at an amateurish line where a CM says to Sarkar Jr. ""Wo jo Police Commissioner tha na usay maine hata diya"".. The women folk take on Sarkar's working is completely ignored. The uninterrupted negotiations about criminal activities while Sarkar is with his family also look slightly out of place In fact, the film follows a graph quite similar to Ramu's own production-Ab Tak Chhappan. In depicting the battle between good and evil, the other side of life-the law, police, administration, politics is completely ignored. Certainly, more is expected in content. Here the film definitely falls short and could not rise above an average fare. Dear Ramu, agreed that now you are laughing your way to the bank, you definitely need to take some drastic overhauling measures in your film production factory, before it is too late.",negative,0,1,positive,0.4642573,0.5357427,0.5357427,False
"The summary pretty much sums it all up. This is nowhere near as good as the original. With a script co-written by both Stallone and James Cameron (at the same time he was also writing Aliens). Most of the action was written by Cameron and the political aspects were written by Stallone.<br /><br />Sly was in the best condition physically as he was making this and Rocky 4 and he does look in great shape or jacked up to the eyeballs on steroids, depending on your own viewpoint or opinion.<br /><br />Rambo starts off in prison and is visited by Colonel Trautman who asks him to go on a special mission that could earn him a Presidential pardon. He eventually agrees and goes off to the briefing camp run by Charles Napier playing a Washington suit trying to pass himself off as former ex-forces to placate Rambo.<br /><br />The mission is to find out if there are any missing POWs still alive in camps in Vietnam. Rambo was chosen as the camp he was checking was somewhere he had previously been a prisoner himself. He is told it's not a rescue mission and he is there to take recon photos only.<br /><br />After a bad attempt at parachuting from a plane he loses most of his kit, meets his contact (who turns out to be a cute woman) and travels down river with pirates to the camp.<br /><br />He finds there are still prisoners and rescues one. As the 3 flee from half the Vietnamese Army on their river boat they are betrayed by the pirates but Rambo kills them all and they are forced to carry on to the pick-up point on foot after their boat is rammed and blown up with Rambo almost on board.<br /><br />Rambo is betrayed again and abandoned as Napier orders the recall of the rescue helicopter. It is clear as Trautman returns to base to berate him that no survivors were expected to be found.<br /><br />Steven Berkoff turns up as a Russian Spetznatz Colonel and Rambo is tortured and eventually escapes only to be pursued by more Vietnamese troops and Spetznatz. Killing many of them, Rambo finally steals a chopper and rescues most of the prisoners to return to his base.<br /><br />He resists the urge to kill Napier for abandoning him but destroys the Ops Centre.<br /><br />A weak plot and very weak ending as Rambo walks off into the sunset as a free man.",negative,0,1,positive,0.46544823,0.5345518,0.5345518,False
"This may sound crazy to even the people who remember this show...But I remembered this as being live-action. I don't think I ever saw the cartoon. but movie? maybe. I remember it very clearly. The guy was in a building kinda like a showroom. He even had the red jacket. It was dark out and he turned into a red car and there was this guy on the second level looking down at him. The car/guy spun around and crashed through the big showroom type window and out onto the street. And then proceeded to drive off. That is all I remember. I really hope someone else out there remembers this too. If not, Maybe I'm still crazy. But I'm hoping I'm not.",negative,0,1,positive,0.46613166,0.5338683,0.5338683,False
"The book, while not particularly great, was decent, but this movie completely changes it. A lot of the elements of the story are consistent between the book and the movie, but Dr. Ross' character goes from a creatively written character who lives for money and ends up causing the volcanic eruption with her greed to a heart-on-her-sleeve damsel in distress who won't do anything if she even catches the slightest hint that it might be less than noble. When movies change the book that much but keep the same name, it should be a crime.",negative,0,1,positive,0.46872222,0.5312778,0.5312778,False
